x,y,z
-6.666666666666710706e-01,-1.460000000000000000e+02,-2.400000000000000000e+01
-1.750000000000003331e+00,-1.415000000000000000e+02,-5.500000000000001776e+00
-1.600000000000000000e+01,-1.580000000000000000e+02,-2.449293598294706513e-15
6.500000000000000000e+00,-1.375000000000000000e+02,-4.898587196589413026e-15
-5.666666666666666963e+00,-1.356666666666666572e+02,3.199999999999999645e+01
-5.333333333333333037e+00,-1.406666666666666572e+02,3.233333333333332860e+01
-4.500000000000004441e+00,-1.452500000000000000e+02,-2.750000000000003553e+00
-2.466666666666667140e+01,-1.296666666666666572e+02,-1.666666666666666741e+00
-2.466666666666667140e+01,-1.450000000000000000e+02,-2.000000000000000000e+00
-1.966666666666666785e+01,-1.483333333333333428e+02,5.333333333333333037e+00
8.666666666666666075e+00,-1.600000000000000000e+02,4.000000000000000000e+00
8.666666666666666075e+00,-1.490000000000000000e+02,8.333333333333333925e+00
-2.510525938252073693e-15,-1.730000000000000000e+02,-5.000000000000000000e+00
1.010333609296566353e-15,-1.800000000000000000e+02,7.500000000000000000e+00
2.694222958124177204e-15,-1.735000000000000000e+02,7.000000000000000000e+00
2.939152317953647500e-15,-1.560000000000000000e+02,3.000000000000000000e+00
3.643324227463375391e-15,-1.535000000000000000e+02,2.500000000000000000e+00
3.306546357697853339e-15,-1.465000000000000000e+02,2.000000000000000000e+00
9.552245033349354178e-15,-1.490000000000000000e+02,5.200000000000000000e+01
5.541526766141772554e-15,-1.565000000000000000e+02,1.750000000000000000e+01
2.733333333333333925e+01,-1.443333333333333428e+02,1.100000000000000000e+01
-1.066666666666666252e+01,-1.333333333333333428e+02,2.700000000000000355e+01
-7.999999999999996447e+00,-1.325000000000000000e+02,3.250000000000003553e+00
3.149999999999999645e+01,-1.305000000000000000e+02,-3.950000000000000000e+01
-1.400000000000000178e+01,-1.310000000000000000e+02,-2.566666666666666075e+01
-1.050000000000000000e+02,-1.300000000000000000e+02,1.285879139104720791e-14
-2.650000000000000000e+01,-1.385000000000000000e+02,4.714890176717309515e-15
-1.700000000000000000e+01,-1.393333333333333428e+02,-6.999999999999997335e+00
-7.749999999999998224e+00,-1.360000000000000000e+02,2.750000000000000888e+00
5.878304635907295000e-15,-9.900000000000000000e+01,3.200000000000000000e+01
-5.500000000000000000e+00,-1.525000000000000000e+02,4.898587196589412829e-16
1.350000000000000000e+01,-1.470000000000000000e+02,-6.735557395310443009e-16
1.350000000000000000e+01,-1.450000000000000000e+02,-6.735557395310443009e-16
1.233333333333333037e+01,-1.320000000000000000e+02,-3.000000000000002220e+00
1.633333333333333215e+01,-1.326666666666666572e+02,2.666666666666664298e+00
2.133333333333333215e+01,-1.340000000000000000e+02,2.333333333333330817e+00
3.249999999999999289e+01,-1.495000000000000000e+02,-2.050000000000000355e+01
2.866666666666666075e+01,-1.470000000000000000e+02,5.999999999999997335e+00
-4.010718267207580835e-15,-1.540000000000000000e+02,-5.000000000000000000e-01
2.249999999999999289e+01,-1.145000000000000000e+02,-3.250000000000000000e+01
1.166666666666665897e+01,-1.153333333333333286e+02,-2.266666666666666785e+01
1.166666666666666252e+01,-1.193333333333333286e+02,-1.866666666666666785e+01
1.066666666666666252e+01,-1.333333333333333428e+02,-2.533333333333333215e+01
9.333333333333330373e+00,-1.306666666666666572e+02,-1.533333333333333393e+01
5.999999999999997335e+00,-1.236666666666666714e+02,-1.333333333333333393e+01
9.999999999999991118e-01,-1.203333333333333286e+02,-5.000000000000000000e+00
-1.000000000000000178e+01,-1.020000000000000000e+02,-1.333333333333333393e+01
-3.000000000000000888e+00,-1.132500000000000000e+02,-9.750000000000000000e+00
-1.233333333333333037e+01,-1.313333333333333428e+02,7.666666666666666963e+00
-1.866666666666666430e+01,-1.083333333333333286e+02,8.666666666666666075e+00
-1.933333333333333215e+01,-1.336666666666666572e+02,8.000000000000000000e+00
-1.899999999999999645e+01,-1.283333333333333428e+02,1.666666666666666785e+01
7.500000000000004441e+00,-1.270000000000000000e+02,2.500000000000000000e+01
-1.066666666666666252e+01,-1.053333333333333286e+02,1.866666666666666785e+01
-1.499999999999995559e+00,-9.525000000000000000e+01,3.500000000000000000e+01
2.300000000000000355e+01,-8.700000000000000000e+01,3.149999999999999645e+01
4.469960816887839219e-15,-1.210000000000000000e+02,4.300000000000000000e+01
3.337162527676537520e-15,-1.245000000000000000e+02,3.450000000000000000e+01
2.755455298081544778e-15,-1.425000000000000000e+02,2.300000000000000000e+01
2.449293598294706119e-15,-1.465000000000000000e+02,1.800000000000000000e+01
-1.285879139104720831e-15,-1.130000000000000000e+02,-2.100000000000000000e+01
-2.357445088358654757e-15,-1.185000000000000000e+02,-2.350000000000000000e+01
-3.153465507804434404e-15,-1.225000000000000000e+02,-3.650000000000000000e+01
-7.929588024479111887e-15,-9.300000000000000000e+01,-6.750000000000000000e+01
-6.245698675651500444e-15,-9.950000000000000000e+01,-6.200000000000000000e+01
2.499999999999991673e-01,-9.025000000000000000e+01,-2.474999999999999645e+01
-4.592425496802574219e-17,-9.000000000000000000e+01,-2.024999999999999645e+01
2.400000000000000000e+01,-8.166666666666667140e+01,-1.033333333333333393e+01
2.500000000000000355e+01,-7.533333333333332860e+01,-4.000000000000000000e+00
-1.266666666666666252e+01,-8.700000000000000000e+01,2.200000000000000355e+01
-6.749999999999997335e+00,-8.550000000000000000e+01,8.500000000000001776e+00
-1.149999999999999645e+01,-8.925000000000000000e+01,9.000000000000001776e+00
-2.050000000000000000e+01,-9.450000000000000000e+01,1.898202538678397557e-15
-2.300000000000000000e+01,-9.200000000000000000e+01,1.775737858763662212e-15
-1.633333333333333215e+01,-8.266666666666667140e+01,8.333333333333333925e+00
-1.400000000000000000e+01,-7.033333333333332860e+01,8.000000000000000000e+00
-1.800000000000000000e+01,-7.100000000000000000e+01,-1.347111479062088602e-15
3.500000000000000000e+00,-8.700000000000000000e+01,-3.184081677783118191e-15
-3.500000000000000000e+00,-7.800000000000000000e+01,-3.429011037612588881e-15
2.666666666666669183e+00,-7.133333333333332860e+01,2.233333333333332860e+01
3.550000000000000000e+01,-6.950000000000000000e+01,3.949999999999999289e+01
5.082284216461515748e-15,-6.800000000000000000e+01,8.300000000000000000e+01
2.900000000000000355e+01,-7.050000000000000000e+01,4.000000000000000000e+01
1.899999999999999645e+01,-7.866666666666667140e+01,-9.666666666666666075e+00
-6.827405905246492398e-15,-8.300000000000000000e+01,-1.650000000000000000e+01
-6.704941225331758828e-15,-7.900000000000000000e+01,-2.350000000000000000e+01
9.333333333333328596e+00,-8.200000000000000000e+01,-2.600000000000000000e+01
2.199999999999999645e+01,-7.066666666666667140e+01,-8.333333333333333925e+00
2.199999999999999645e+01,-7.066666666666667140e+01,-2.100000000000000000e+01
2.933333333333332860e+01,-7.100000000000000000e+01,-2.700000000000000000e+01
3.200000000000000000e+01,-6.266666666666666430e+01,-2.566666666666666785e+01
2.833333333333333215e+01,-6.766666666666667140e+01,-1.833333333333333215e+01
2.333333333333333925e+01,-5.700000000000000000e+01,-9.666666666666666075e+00
2.233333333333333925e+01,-5.266666666666666430e+01,-3.333333333333333481e+00
-1.499999999999999467e+01,-5.266666666666666430e+01,2.100000000000000355e+01
-8.999999999999996447e+00,-5.600000000000000000e+01,2.000000000000000355e+01
-2.199999999999999645e+01,-5.966666666666666430e+01,2.033333333333333570e+01
-2.233333333333332860e+01,-5.533333333333333570e+01,2.033333333333333570e+01
-4.500000000000000000e+01,-6.250000000000000000e+01,3.122849337825750617e-15
-4.800000000000000000e+01,-5.400000000000000000e+01,3.000384657911015469e-15
-3.400000000000000000e+01,-4.600000000000000000e+01,1.040949779275250140e-15
5.000000000000000000e+00,-7.900000000000000000e+01,-6.123233995736766282e-16
1.600000000000000000e+01,-7.100000000000000000e+01,-1.959434878635765131e-15
5.700000000000000000e+01,-2.900000000000000000e+01,-6.980486755139912911e-15
6.400000000000000000e+01,-6.000000000000000000e+00,-7.837739514543060526e-15
3.450000000000000000e+01,-6.500000000000000000e+00,3.649999999999999289e+01
2.366666666666666785e+01,-2.300000000000000000e+01,2.799999999999999645e+01
2.000000000000000000e+01,-3.133333333333333215e+01,1.966666666666666430e+01
1.499999999999999467e+01,-3.366666666666666430e+01,-1.200000000000000178e+01
1.499999999999999467e+01,-3.100000000000000000e+01,-2.233333333333333215e+01
-5.265981236333618470e-15,-4.650000000000000000e+01,-2.600000000000000000e+01
2.466666666666666785e+01,-4.233333333333333570e+01,-1.200000000000000000e+01
1.775000000000000000e+01,-2.800000000000000000e+01,-1.050000000000000000e+01
1.450000000000000000e+01,-1.650000000000000000e+01,-1.000000000000000000e+01
1.325000000000000000e+01,-1.875000000000000000e+01,-1.050000000000000000e+01
2.666666666666666785e+01,-3.666666666666666430e+01,-7.333333333333333037e+00
-3.333333333333330817e+00,-2.100000000000000000e+01,1.300000000000000178e+01
-1.499999999999997558e+00,-1.825000000000000000e+01,-4.999999999999982236e-01
-1.074999999999999822e+01,-2.550000000000000000e+01,1.776356839400250465e-15
-2.099999999999999645e+01,-2.433333333333333215e+01,2.433333333333333925e+01
-1.633333333333332860e+01,-1.933333333333333215e+01,2.433333333333333215e+01
-2.333333333333332860e+01,-2.000000000000000000e+01,1.833333333333333570e+01
-1.833333333333333215e+01,-1.766666666666666785e+01,1.833333333333333215e+01
-3.550000000000000000e+01,-2.000000000000000000e+01,1.285879139104720831e-15
-2.550000000000000000e+01,-2.050000000000000000e+01,-5.510910596163089556e-16
-1.800000000000000000e+01,-1.800000000000000000e+01,-1.469576158976823750e-15
-8.500000000000000000e+00,-1.800000000000000000e+01,-1.653273178848926867e-15
-3.500000000000000000e+00,-2.500000000000000000e+01,-2.265596578422603396e-15
2.100000000000000000e+01,-3.200000000000000000e+01,1.766666666666666075e+01
2.366666666666666785e+01,-2.566666666666666785e+01,1.533333333333332860e+01
3.800000000000000000e+01,-1.450000000000000000e+01,3.399999999999999289e+01
-4.041334437186264622e-15,-2.200000000000000000e+01,-2.000000000000000000e+00
1.799999999999999645e+01,-1.700000000000000000e+01,-1.666666666666668961e+00
-6.613092715395707467e-15,-1.650000000000000000e+01,-2.400000000000000000e+01
-4.867971026610728450e-15,-2.000000000000000000e+01,-2.150000000000000000e+01
-4.898587196589412237e-15,-2.550000000000000000e+01,-2.800000000000000000e+01
7.999999999999998224e+00,-4.500000000000000000e+00,-1.450000000000000000e+01
7.999999999999999112e+00,5.000000000000000000e-01,-1.425000000000000000e+01
6.749999999999999112e+00,0.000000000000000000e+00,-6.749999999999999112e+00
-4.749999999999999112e+00,-6.500000000000000000e+00,-1.249999999999997335e+00
-7.249999999999997335e+00,-1.825000000000000000e+01,6.250000000000002665e+00
-1.124999999999999822e+01,-1.325000000000000000e+01,6.250000000000002665e+00
-1.299999999999999645e+01,-1.225000000000000000e+01,4.750000000000001776e+00
-1.399999999999999645e+01,-5.250000000000000000e+00,6.500000000000001776e+00
-1.224999999999999822e+01,6.500000000000000000e+00,2.500000000000001776e+00
-2.599999999999999645e+01,2.000000000000000000e+00,1.866666666666666785e+01
-2.599999999999999645e+01,5.333333333333333037e+00,1.466666666666666963e+01
8.082668874372530822e-15,7.000000000000000000e+00,4.400000000000000000e+01
-9.000000000000000000e+00,-6.000000000000000000e+00,1.102182119232617911e-15
-7.000000000000000000e+00,-6.000000000000000000e+00,8.572527594031472204e-16
1.600000000000000000e+01,-1.000000000000000000e+00,-1.959434878635765131e-15
2.533333333333333215e+01,8.000000000000000000e+00,-6.666666666666668739e+00
1.549999999999999822e+01,5.000000000000000000e+00,1.350000000000000000e+01
1.950000000000000355e+01,4.000000000000000000e+00,3.700000000000000000e+01
1.966666666666666785e+01,1.266666666666666607e+01,1.066666666666666430e+01
1.949999999999999645e+01,1.250000000000000000e+01,-1.500000000000000000e+01
1.900000000000000000e+01,1.500000000000000000e+01,1.300000000000000000e+01
1.533333333333333037e+01,-3.333333333333333148e-01,-6.000000000000000000e+00
6.333333333333331261e+00,-7.000000000000000000e+00,-1.800000000000000000e+01
6.999999999999995559e+00,-3.333333333333333481e+00,-2.900000000000000000e+01
1.049999999999999467e+01,6.000000000000000000e+00,-2.850000000000000000e+01
9.999999999999996669e-01,2.533333333333333215e+01,-1.333333333333333259e+00
-3.333333333333334814e-01,2.733333333333333215e+01,-6.666666666666666297e-01
-8.999999999999998224e+00,3.750000000000000000e+01,1.250000000000000000e+01
-1.099999999999999822e+01,2.566666666666666785e+01,1.033333333333333393e+01
-1.533333333333333037e+01,5.000000000000000000e+00,1.133333333333333393e+01
-1.700000000000000000e+01,3.100000000000000000e+01,1.040949779275250140e-15
-9.666666666666662522e+00,2.300000000000000000e+01,1.833333333333333215e+01
-6.499999999999994671e+00,2.150000000000000000e+01,2.800000000000000000e+01
2.755455298081544778e-15,3.300000000000000000e+01,4.500000000000000000e+01
1.300000000000000178e+01,2.700000000000000000e+01,2.000000000000000000e+01
1.350000000000000178e+01,3.400000000000000000e+01,2.500000000000000000e+01
3.857637417314162689e-15,7.200000000000000000e+01,6.300000000000000000e+01
3.200000000000000000e+01,5.700000000000000000e+01,2.350000000000000000e+01
2.850000000000000000e+01,4.950000000000000000e+01,5.000000000000000000e+00
1.799999999999999645e+01,5.133333333333333570e+01,-2.300000000000000000e+01
1.466666666666666430e+01,4.600000000000000000e+01,-1.600000000000000000e+01
1.133333333333333393e+01,5.066666666666666430e+01,-1.466666666666666607e+01
1.666666666666666963e+00,4.866666666666666430e+01,-7.666666666666666963e+00
-4.666666666666666963e+00,5.066666666666666430e+01,-7.000000000000000000e+00
-2.266666666666666785e+01,6.833333333333332860e+01,1.333333333333335036e+00
-2.174999999999999645e+01,4.200000000000000000e+01,1.325000000000000178e+01
-2.074999999999999645e+01,3.925000000000000000e+01,1.825000000000000000e+01
-1.433333333333333037e+01,3.466666666666666430e+01,2.800000000000000000e+01
-4.749999999999997335e+00,4.625000000000000000e+01,1.750000000000000000e+01
-3.333333333333314830e-01,4.866666666666666430e+01,1.000000000000000000e+01
1.450000000000000178e+01,6.075000000000000000e+01,2.125000000000000000e+01
2.475000000000000000e+01,6.000000000000000000e+01,2.175000000000000000e+01
2.375000000000000000e+01,7.275000000000000000e+01,1.925000000000000000e+01
2.700000000000000000e+01,7.675000000000000000e+01,1.524999999999999822e+01
2.000000000000000000e+01,6.875000000000000000e+01,7.499999999999991118e-01
1.574999999999999467e+01,6.800000000000000000e+01,-2.525000000000000000e+01
1.024999999999999467e+01,7.275000000000000000e+01,-3.050000000000000000e+01
2.333333333333329040e+00,6.866666666666667140e+01,-2.866666666666666785e+01
-8.000000000000003553e+00,6.533333333333332860e+01,-2.500000000000000000e+01
-1.733333333333333570e+01,7.733333333333332860e+01,-8.666666666666666075e+00
-1.400000000000000178e+01,9.150000000000000000e+01,-8.000000000000000000e+00
7.347880794884118750e-16,5.900000000000000000e+01,4.000000000000000000e+00
7.500000000000001776e+00,6.800000000000000000e+01,1.050000000000000000e+01
-6.249999999999998224e+00,8.150000000000000000e+01,1.975000000000000000e+01
-1.266666666666666430e+01,8.933333333333332860e+01,2.900000000000000000e+01
3.333333333333363679e-01,8.600000000000000000e+01,2.900000000000000000e+01
1.800000000000000000e+01,8.650000000000000000e+01,1.599999999999999822e+01
2.100000000000000000e+01,9.800000000000000000e+01,1.249999999999999822e+01
2.825000000000000000e+01,9.025000000000000000e+01,7.499999999999998224e+00
2.825000000000000000e+01,9.050000000000000000e+01,7.499999999999998224e+00
2.100000000000000000e+01,1.030000000000000000e+02,-5.000000000000000000e+00
2.999999999999996891e+00,9.166666666666667140e+01,-1.800000000000000000e+01
3.666666666666662966e+00,9.833333333333332860e+01,-2.900000000000000000e+01
9.999999999999954481e-01,8.966666666666667140e+01,-3.400000000000000000e+01
-7.000000000000000888e+00,9.000000000000000000e+01,-1.233333333333333393e+01
-7.333333333333334814e+00,9.766666666666667140e+01,-9.000000000000000000e+00
-2.850000000000000000e+01,9.600000000000000000e+01,-1.999999999999996447e+00
-2.850000000000000000e+01,1.045000000000000000e+02,8.000000000000003553e+00
4.408728476930471644e-15,9.700000000000000000e+01,2.400000000000000000e+01
4.623041666781258154e-15,1.205000000000000000e+02,4.050000000000000000e+01
-3.333333333333309279e-01,1.020000000000000000e+02,2.266666666666666785e+01
7.666666666666668739e+00,9.633333333333332860e+01,2.266666666666666785e+01
3.233333333333333570e+01,1.143333333333333286e+02,2.666666666666665630e+00
2.733333333333333215e+01,1.140000000000000000e+02,-2.000000000000001332e+00
2.466666666666666785e+01,1.183333333333333286e+02,-7.000000000000002665e+00
1.433333333333333393e+01,1.146666666666666714e+02,-7.000000000000002665e+00
3.333333333333306503e-01,1.140000000000000000e+02,-2.100000000000000000e+01
-4.041334437186265411e-15,1.060000000000000000e+02,-3.300000000000000000e+01
-1.120551821219828183e-14,1.020000000000000000e+02,-6.100000000000000000e+01
-1.450000000000000533e+01,1.025000000000000000e+02,-3.200000000000000000e+01
-2.850000000000000355e+01,1.070000000000000000e+02,-2.299999999999999645e+01
9.666666666666666075e+00,1.226666666666666714e+02,-9.666666666666666075e+00
2.999999999999999556e+00,1.303333333333333428e+02,-2.333333333333331705e+00
7.750000000000000888e+00,1.415000000000000000e+02,8.000000000000000000e+00
8.500000000000000000e+00,1.460000000000000000e+02,1.050000000000000000e+01
8.250000000000000000e+00,1.412500000000000000e+02,7.249999999999999112e+00
1.000000000000000000e+01,1.385000000000000000e+02,5.249999999999999112e+00
7.250000000000000888e+00,1.302500000000000000e+02,2.499999999999999112e+00
1.166666666666666607e+01,1.343333333333333428e+02,-2.000000000000001332e+00
-1.000000000000002442e+00,1.160000000000000000e+02,-1.300000000000000000e+01
-7.164183775012015633e-15,1.120000000000000000e+02,-3.900000000000000000e+01
-8.266365894244633544e-15,1.020000000000000000e+02,-4.500000000000000000e+01
-4.041334437186264622e-15,1.495000000000000000e+02,-7.000000000000000000e+00
-2.632990618166808841e-15,1.590000000000000000e+02,-4.000000000000000000e+00
-3.031000827889698861e-15,1.480000000000000000e+02,-6.500000000000000000e+00
-2.000000000000001332e+00,1.443333333333333428e+02,-3.000000000000000000e+00
3.666666666666667407e+00,1.483333333333333428e+02,7.333333333333333037e+00
1.133333333333333393e+01,1.406666666666666572e+02,1.300000000000000000e+01
1.133333333333333393e+01,1.373333333333333428e+02,1.333333333333333393e+01
3.122849337825750617e-15,1.390000000000000000e+02,1.700000000000000000e+01
3.122849337825750617e-15,1.390000000000000000e+02,1.700000000000000000e+01
-1.500000000000000000e+00,-3.350000000000000000e+01,2.081899558550500280e-15
-3.300000000000000000e+01,1.720000000000000000e+02,4.041334437186265411e-15
-6.796789735267810189e-15,1.640000000000000000e+02,-3.700000000000000000e+01
